symbol,ts_dt,open,high,low,close,volume,future_close,future_return,label
ASII,2026-04-02 00:52:00,108.717533,110.190117,108.412816,110.190117,483,110.352711,0.0014755769793763918,1
ASII,2026-04-02 00:53:00,110.199749,110.936964,110.14033,110.352711,508,110.241567,-0.0010071705442741274,0
ASII,2026-04-02 00:54:00,110.246871,110.625337,109.999797,110.241567,469,110.569793,0.002977334311657698,1
ASII,2026-04-02 00:55:00,110.425485,110.829389,110.139716,110.569793,448,109.587636,-0.008882688240177905,0
ASII,2026-04-02 00:56:00,110.622808,110.86203,109.370398,109.587636,485,110.043573,0.004160478468574702,1
ASII,2026-04-02 00:57:00,109.434048,110.401906,109.434048,110.043573,275,110.164527,0.0010991464262979367,1
ASII,2026-04-02 00:58:00,110.168282,110.350426,109.760136,110.164527,475,109.859009,-0.0027732883562420207,0
ASII,2026-04-02 00:59:00,110.151617,110.190179,109.629168,109.859009,445,109.031452,-0.007532900647228669,0
ASII,2026-04-02 01:00:00,109.956221,110.104046,109.031452,109.031452,372,109.375221,0.003152934256071216,1
ASII,2026-04-02 01:01:00,109.27568,109.375221,109.27568,109.375221,74,102.345727,-0.06426952956739629,0
ASII,2026-04-02 01:02:00,102.01827,102.725483,102.01827,102.345727,310,103.055022,0.006930382154596515,1
ASII,2026-04-02 01:03:00,102.262119,103.055022,101.951279,103.055022,482,102.197264,-0.008323301313738929,0
ASII,2026-04-02 01:04:00,103.037383,103.058284,102.078609,102.197264,429,101.121535,-0.010526005862544485,0
ASII,2026-04-02 01:05:00,102.036849,102.061729,100.756603,101.121535,395,101.448432,0.003232713981250468,1
ASII,2026-04-02 01:06:00,101.144885,101.627964,100.876587,101.448432,513,100.806832,-0.006324395432745544,0
ASII,2026-04-02 01:07:00,101.215999,101.434006,100.782188,100.806832,443,100.804009,-2.800405432845654e-05,0
ASII,2026-04-02 01:08:00,100.959431,101.069646,100.090361,100.804009,441,101.135491,0.0032883811198423096,1
ASII,2026-04-02 01:09:00,100.922062,101.523538,100.704451,101.135491,444,100.896686,-0.0023612383510354107,0
ASII,2026-04-02 01:10:00,100.89975,100.89975,100.054952,100.896686,410,100.554048,-0.003395929178486634,0
ASII,2026-04-02 01:11:00,100.974486,101.10638,100.201799,100.554048,484,99.544922,-0.010035657639561157,0
ASII,2026-04-02 01:12:00,100.638766,100.835463,99.544922,99.544922,462,99.592432,0.00047727195968882974,1
ASII,2026-04-02 01:13:00,99.692705,100.04212,99.249841,99.592432,434,99.020233,-0.005745406438111611,0
ASII,2026-04-02 01:14:00,99.804365,99.80781,98.773852,99.020233,502,100.209468,0.0120100202147575,1
ASII,2026-04-02 01:15:00,99.210842,100.209468,98.943079,100.209468,490,99.957763,-0.002511788606641474,0
ASII,2026-04-02 01:16:00,100.273469,100.439999,99.883998,99.957763,402,99.897091,-0.0006069763686087359,0
ASII,2026-04-02 01:17:00,99.928824,100.252755,99.503652,99.897091,380,104.591807,0.046995522622375496,1
ASII,2026-04-02 01:18:00,103.76778,104.830464,103.76778,104.591807,326,104.281339,-0.0029683778194978805,0
ASII,2026-04-02 01:19:00,104.471519,104.850088,104.281339,104.281339,447,108.475317,0.04021791473160885,1
ASII,2026-04-02 01:20:00,104.259355,108.758801,103.993432,108.475317,268,,,0
ASII,2026-04-02 01:21:00,,,,,0,,,0
ASII,2026-04-02 01:22:00,,,,,0,108.335599,,0
ASII,2026-04-02 01:23:00,108.45151,108.612898,108.328891,108.335599,302,107.379502,-0.008825326197716366,0
ASII,2026-04-02 01:24:00,108.516691,108.516691,107.234263,107.379502,447,107.166763,-0.0019811881787270558,0
ASII,2026-04-02 01:25:00,107.592277,107.592277,106.91864,107.166763,355,107.828983,0.006179341257139592,1
ASII,2026-04-02 01:26:00,106.944374,107.89978,106.923261,107.828983,411,105.625974,-0.020430583120680912,0
ASII,2026-04-02 01:27:00,107.900141,108.056834,105.549986,105.625974,449,105.924025,0.0028217585950971458,1
ASII,2026-04-02 01:28:00,105.424358,106.34953,105.424358,105.924025,448,104.588218,-0.012610991699003149,0
ASII,2026-04-02 01:29:00,105.702253,105.702253,104.264949,104.588218,499,102.773473,-0.017351333015349746,0
ASII,2026-04-02 01:30:00,104.717392,105.068679,102.773473,102.773473,332,102.718193,-0.0005378819882830843,0
ASII,2026-04-02 01:31:00,102.63816,102.718193,102.511803,102.718193,23,102.838486,0.0011710973147669446,1
ASII,2026-04-02 01:32:00,102.469261,103.020546,102.165169,102.838486,438,103.106348,0.002604686342815299,1
ASII,2026-04-02 01:33:00,102.97862,103.508062,102.888011,103.106348,544,103.038846,-0.0006546832596572294,0
ASII,2026-04-02 01:34:00,102.896281,103.061529,102.499284,103.038846,527,103.176958,0.0013403876825250904,1
ASII,2026-04-02 01:35:00,103.03566,103.194953,103.03566,103.176958,139,,,0
ASII,2026-04-02 01:36:00,,,,,0,,,0
ASII,2026-04-02 01:37:00,,,,,0,,,0
ASII,2026-04-02 01:38:00,,,,,0,,,0
ASII,2026-04-02 01:39:00,,,,,0,,,0
ASII,2026-04-02 01:40:00,,,,,0,,,0
ASII,2026-04-02 01:41:00,,,,,0,,,0
ASII,2026-04-02 01:42:00,,,,,0,,,0
ASII,2026-04-02 01:43:00,,,,,0,,,0
ASII,2026-04-02 01:44:00,,,,,0,,,0
ASII,2026-04-02 01:45:00,,,,,0,,,0
ASII,2026-04-02 01:46:00,,,,,0,,,0
ASII,2026-04-02 01:47:00,,,,,0,,,0
ASII,2026-04-02 01:48:00,,,,,0,,,0
ASII,2026-04-02 01:49:00,,,,,0,,,0
ASII,2026-04-02 01:50:00,,,,,0,,,0
ASII,2026-04-02 01:51:00,,,,,0,,,0
ASII,2026-04-02 01:52:00,,,,,0,,,0
ASII,2026-04-02 01:53:00,,,,,0,,,0
ASII,2026-04-02 01:54:00,,,,,0,,,0
ASII,2026-04-02 01:55:00,,,,,0,,,0
ASII,2026-04-02 01:56:00,,,,,0,,,0
ASII,2026-04-02 01:57:00,,,,,0,,,0
ASII,2026-04-02 01:58:00,,,,,0,,,0
ASII,2026-04-02 01:59:00,,,,,0,,,0
ASII,2026-04-02 02:00:00,,,,,0,,,0
ASII,2026-04-02 02:01:00,,,,,0,,,0
ASII,2026-04-02 02:02:00,,,,,0,,,0
ASII,2026-04-02 02:03:00,,,,,0,,,0
ASII,2026-04-02 02:04:00,,,,,0,,,0
ASII,2026-04-02 02:05:00,,,,,0,,,0
ASII,2026-04-02 02:06:00,,,,,0,,,0
ASII,2026-04-02 02:07:00,,,,,0,,,0
ASII,2026-04-02 02:08:00,,,,,0,,,0
ASII,2026-04-02 02:09:00,,,,,0,,,0
ASII,2026-04-02 02:10:00,,,,,0,,,0
ASII,2026-04-02 02:11:00,,,,,0,,,0
ASII,2026-04-02 02:12:00,,,,,0,,,0
ASII,2026-04-02 02:13:00,,,,,0,,,0
ASII,2026-04-02 02:14:00,,,,,0,,,0
ASII,2026-04-02 02:15:00,,,,,0,,,0
ASII,2026-04-02 02:16:00,,,,,0,,,0
ASII,2026-04-02 02:17:00,,,,,0,,,0
ASII,2026-04-02 02:18:00,,,,,0,,,0
ASII,2026-04-02 02:19:00,,,,,0,,,0
ASII,2026-04-02 02:20:00,,,,,0,,,0
ASII,2026-04-02 02:21:00,,,,,0,,,0
ASII,2026-04-02 02:22:00,,,,,0,,,0
ASII,2026-04-02 02:23:00,,,,,0,,,0
ASII,2026-04-02 02:24:00,,,,,0,,,0
ASII,2026-04-02 02:25:00,,,,,0,,,0
ASII,2026-04-02 02:26:00,,,,,0,,,0
ASII,2026-04-02 02:27:00,,,,,0,,,0
ASII,2026-04-02 02:28:00,,,,,0,,,0
ASII,2026-04-02 02:29:00,,,,,0,,,0
ASII,2026-04-02 02:30:00,,,,,0,,,0
ASII,2026-04-02 02:31:00,,,,,0,,,0
ASII,2026-04-02 02:32:00,,,,,0,,,0
ASII,2026-04-02 02:33:00,,,,,0,,,0
ASII,2026-04-02 02:34:00,,,,,0,,,0
ASII,2026-04-02 02:35:00,,,,,0,,,0
ASII,2026-04-02 02:36:00,,,,,0,,,0
ASII,2026-04-02 02:37:00,,,,,0,,,0
ASII,2026-04-02 02:38:00,,,,,0,,,0
ASII,2026-04-02 02:39:00,,,,,0,,,0
ASII,2026-04-02 02:40:00,,,,,0,,,0
ASII,2026-04-02 02:41:00,,,,,0,,,0
ASII,2026-04-02 02:42:00,,,,,0,,,0
ASII,2026-04-02 02:43:00,,,,,0,,,0
ASII,2026-04-02 02:44:00,,,,,0,,,0
ASII,2026-04-02 02:45:00,,,,,0,,,0
ASII,2026-04-02 02:46:00,,,,,0,,,0
ASII,2026-04-02 02:47:00,,,,,0,,,0
ASII,2026-04-02 02:48:00,,,,,0,,,0
ASII,2026-04-02 02:49:00,,,,,0,,,0
ASII,2026-04-02 02:50:00,,,,,0,,,0
ASII,2026-04-02 02:51:00,,,,,0,,,0
ASII,2026-04-02 02:52:00,,,,,0,,,0
ASII,2026-04-02 02:53:00,,,,,0,,,0
ASII,2026-04-02 02:54:00,,,,,0,,,0
ASII,2026-04-02 02:55:00,,,,,0,,,0
ASII,2026-04-02 02:56:00,,,,,0,,,0
ASII,2026-04-02 02:57:00,,,,,0,,,0
ASII,2026-04-02 02:58:00,,,,,0,,,0
ASII,2026-04-02 02:59:00,,,,,0,,,0
ASII,2026-04-02 03:00:00,,,,,0,,,0
ASII,2026-04-02 03:01:00,,,,,0,,,0
ASII,2026-04-02 03:02:00,,,,,0,,,0
ASII,2026-04-02 03:03:00,,,,,0,,,0
ASII,2026-04-02 03:04:00,,,,,0,100.955051,,0
ASII,2026-04-02 03:05:00,100.309841,101.036356,100.212905,100.955051,287,100.536541,-0.004145508281700461,0
ASII,2026-04-02 03:06:00,100.717531,100.80733,100.057997,100.536541,526,101.386449,0.008453722313760625,1
ASII,2026-04-02 03:07:00,100.692291,101.386449,100.295124,101.386449,371,109.61774,0.0811872896347321,1
ASII,2026-04-02 03:08:00,101.281455,109.61774,100.494962,109.61774,466,109.678635,0.0005555213964454353,1
ASII,2026-04-02 03:09:00,109.457549,109.678635,108.859524,109.678635,448,110.146426,0.004265105961612337,1
ASII,2026-04-02 03:10:00,109.64703,110.799661,109.64703,110.146426,409,109.567126,-0.005259362659665423,0
ASII,2026-04-02 03:11:00,110.004836,110.373852,109.567126,109.567126,526,110.180793,0.005600831402659878,1
ASII,2026-04-02 03:12:00,109.646652,110.180793,109.395047,110.180793,473,109.18584,-0.009030185506107125,0
ASII,2026-04-02 03:13:00,110.139059,110.295328,109.08124,109.18584,428,109.100209,-0.0007842683630038261,0
ASII,2026-04-02 03:14:00,109.280694,109.394645,108.792379,109.100209,415,108.145405,-0.008751623931352981,0
ASII,2026-04-02 03:15:00,109.131295,109.207454,107.751971,108.145405,412,107.913939,-0.002140322096902736,0
ASII,2026-04-02 03:16:00,108.277638,108.661406,107.91114,107.913939,466,107.565166,-0.0032319550489209314,0
ASII,2026-04-02 03:17:00,107.89584,108.180373,107.403245,107.565166,438,106.624271,-0.008747209110429033,0
ASII,2026-04-02 03:18:00,107.344058,107.620769,106.262498,106.624271,480,106.272446,-0.0032996708601177316,0
ASII,2026-04-02 03:19:00,106.626611,106.701316,105.980928,106.272446,478,106.269752,-2.5349938779117842e-05,0
ASII,2026-04-02 03:20:00,106.235701,106.830626,106.235701,106.269752,526,106.800339,0.0049928318266894145,1
ASII,2026-04-02 03:21:00,106.449133,107.049677,106.449133,106.800339,469,107.284679,0.0045350043317746724,1
ASII,2026-04-02 03:22:00,107.019125,107.552619,106.56937,107.284679,447,107.632327,0.0032404254106030983,1
ASII,2026-04-02 03:23:00,107.15616,107.75625,107.122092,107.632327,480,107.732443,0.0009301666403627173,1
ASII,2026-04-02 03:24:00,107.457067,107.922248,107.103539,107.732443,406,107.496322,-0.002191735315980825,0
ASII,2026-04-02 03:25:00,107.686084,108.434126,107.162024,107.496322,423,108.137937,0.00596871584127312,1
ASII,2026-04-02 03:26:00,107.36836,108.147524,107.36836,108.137937,446,107.799687,-0.0031279494447908895,0
ASII,2026-04-02 03:27:00,108.117635,108.473722,107.731919,107.799687,354,108.814221,0.00941128892146037,1
ASII,2026-04-02 03:28:00,107.636681,108.924171,107.290466,108.814221,417,109.168054,0.0032517165196632725,1
ASII,2026-04-02 03:29:00,108.891946,109.421075,108.546015,109.168054,440,109.378578,0.0019284396147614125,1
ASII,2026-04-02 03:30:00,109.182263,109.758988,109.097645,109.378578,468,109.507745,0.0011809167970715517,1
ASII,2026-04-02 03:31:00,109.42242,109.610501,109.053947,109.507745,426,109.607909,0.0009146750305195628,1
ASII,2026-04-02 03:32:00,109.569113,109.814129,109.19666,109.607909,417,109.384976,-0.0020339134468846387,0
ASII,2026-04-02 03:33:00,109.844206,110.065723,109.032842,109.384976,483,110.066474,0.006230270599501653,1
ASII,2026-04-02 03:34:00,109.140846,110.335993,109.140846,110.066474,418,109.515055,-0.005009872488510814,0
ASII,2026-04-02 03:35:00,110.240221,110.240221,109.274779,109.515055,400,109.181846,-0.0030425862453341557,0
ASII,2026-04-02 03:36:00,109.539186,109.539186,108.485133,109.181846,430,108.907316,-0.0025144290013194848,0
ASII,2026-04-02 03:37:00,109.341538,109.593995,108.734974,108.907316,436,108.602937,-0.0027948443794170164,0
ASII,2026-04-02 03:38:00,108.705466,108.911095,108.500457,108.602937,446,109.07043,0.004304607342249023,1
ASII,2026-04-02 03:39:00,108.627129,109.203248,107.986393,109.07043,399,108.085016,-0.009034657697783,0
ASII,2026-04-02 03:40:00,109.241129,109.241129,108.085016,108.085016,448,108.740196,0.006061709793335313,1
ASII,2026-04-02 03:41:00,108.323194,108.740793,107.916152,108.740196,500,108.342635,-0.0036560629337103467,0
ASII,2026-04-02 03:42:00,108.591248,108.76175,108.092071,108.342635,427,108.737858,0.00364789909346408,1
ASII,2026-04-02 03:43:00,108.430189,109.377626,108.430189,108.737858,439,109.5125,0.00712394021960594,1
ASII,2026-04-02 03:44:00,108.619485,109.683614,108.619485,109.5125,472,109.216442,-0.0027034174181029824,0
ASII,2026-04-02 03:45:00,109.711602,109.816619,109.216442,109.216442,559,107.732276,-0.013589217638128148,0
ASII,2026-04-02 03:46:00,109.030244,109.030244,107.271524,107.732276,451,106.682376,-0.00974545455625564,0
ASII,2026-04-02 03:47:00,107.951879,108.213293,106.682376,106.682376,466,105.624139,-0.009919510979020663,0
ASII,2026-04-02 03:48:00,106.52793,106.589891,105.624139,105.624139,476,105.958437,0.003164977278536707,1
ASII,2026-04-02 03:49:00,105.502276,106.379035,105.494807,105.958437,513,105.710987,-0.0023353496616791425,0
ASII,2026-04-02 03:50:00,106.1657,106.37762,105.530096,105.710987,422,106.180225,0.004438876348775267,1
ASII,2026-04-02 03:51:00,105.790469,106.348501,105.61186,106.180225,463,106.407412,0.002139635699585307,1
ASII,2026-04-02 03:52:00,106.336357,106.407412,105.591856,106.407412,414,105.861492,-0.0051304696706653274,0
ASII,2026-04-02 03:53:00,106.406201,106.648661,105.790882,105.861492,381,106.54944,0.006498567014339818,1
ASII,2026-04-02 03:54:00,105.939789,106.78619,105.899197,106.54944,562,106.448678,-0.0009456830556782148,0
ASII,2026-04-02 03:55:00,106.57775,106.881024,106.286443,106.448678,462,107.19853,0.007044258454764529,1
ASII,2026-04-02 03:56:00,106.351005,107.291295,106.149966,107.19853,457,108.16691,0.009033519396208112,1
ASII,2026-04-02 03:57:00,107.388155,108.471397,107.146697,108.16691,461,107.875258,-0.0026963144273973727,0
ASII,2026-04-02 03:58:00,108.330386,108.395662,107.644438,107.875258,416,107.111712,-0.007078045644164366,0
ASII,2026-04-02 03:59:00,107.965863,107.965863,106.875783,107.111712,522,107.141171,0.0002750306147660808,1
ASII,2026-04-02 04:00:00,107.138437,107.296378,106.524788,107.141171,487,107.161889,0.00019337104314454123,1
ASII,2026-04-02 04:01:00,107.253805,107.623902,106.960532,107.161889,488,107.136609,-0.00023590476274637506,0
ASII,2026-04-02 04:02:00,107.004246,107.68482,106.701539,107.136609,416,106.894262,-0.002262037246297477,0
ASII,2026-04-02 04:03:00,107.12517,107.138586,106.576466,106.894262,409,107.972315,0.010085227961066812,1
ASII,2026-04-02 04:04:00,106.912232,108.221061,106.912232,107.972315,467,107.551733,-0.003895276303004125,0
ASII,2026-04-02 04:05:00,107.945801,108.182998,107.3693,107.551733,444,107.559379,7.109136958316498e-05,1
ASII,2026-04-02 04:06:00,107.639222,107.823596,106.7294,107.559379,438,107.141566,-0.003884486912108409,0
ASII,2026-04-02 04:07:00,107.621753,107.621753,106.957189,107.141566,535,107.312063,0.0015913245098544415,1
ASII,2026-04-02 04:08:00,107.277884,107.983034,107.057463,107.312063,463,107.453807,0.001320858028794003,1
ASII,2026-04-02 04:09:00,107.230705,107.513416,106.727538,107.453807,373,106.943893,-0.00474542516674159,0
ASII,2026-04-02 04:10:00,107.257715,107.257715,106.410143,106.943893,427,106.86909,-0.0006994602300479658,0
ASII,2026-04-02 04:11:00,106.810053,107.061084,106.48195,106.86909,366,107.105437,0.002211556213307375,1
ASII,2026-04-02 04:12:00,106.644273,107.45459,106.644273,107.105437,454,107.680994,0.005373742137852577,1
ASII,2026-04-02 04:13:00,107.08508,107.831983,107.070128,107.680994,440,106.997982,-0.006342920645773464,0
ASII,2026-04-02 04:14:00,107.708441,107.915424,106.853928,106.997982,505,105.540814,-0.013618649368545954,0
ASII,2026-04-02 04:15:00,107.059333,107.07384,105.530628,105.540814,414,105.760477,0.0020813085637183537,1
ASII,2026-04-02 04:16:00,105.775305,106.340239,105.589884,105.760477,487,106.746883,0.009326792276097562,1
ASII,2026-04-02 04:17:00,105.562699,106.746883,105.562699,106.746883,425,106.628459,-0.0011093907069866793,0
ASII,2026-04-02 04:18:00,106.724358,107.672148,106.627126,106.628459,453,105.691556,-0.008786612962304985,0
ASII,2026-04-02 04:19:00,106.852187,106.852187,104.980521,105.691556,427,104.055471,-0.015479808055811062,0
ASII,2026-04-02 04:20:00,105.734838,105.734838,104.055471,104.055471,418,104.71064,0.006296343610803445,1
ASII,2026-04-02 04:21:00,103.924153,104.71064,103.80263,104.71064,437,104.03833,-0.0064206464596147095,0
ASII,2026-04-02 04:22:00,104.59734,104.59734,104.03833,104.03833,403,104.542962,0.00485044310111471,1
ASII,2026-04-02 04:23:00,104.123923,104.700666,103.717637,104.542962,476,104.380072,-0.0015581154090507088,0
ASII,2026-04-02 04:24:00,104.435913,104.634914,103.879495,104.380072,531,104.430863,0.0004865967135949667,1
ASII,2026-04-02 04:25:00,104.22961,104.70921,104.22961,104.430863,398,104.530462,0.0009537314653811357,1
ASII,2026-04-02 04:26:00,104.431924,105.013758,104.431924,104.530462,421,104.490742,-0.0003799849272645428,0
ASII,2026-04-02 04:27:00,104.554148,104.647262,103.680115,104.490742,533,102.553946,-0.018535575142149874,0
ASII,2026-04-02 04:28:00,104.382039,104.382039,102.307043,102.553946,454,103.051694,0.004853523627457612,1
ASII,2026-04-02 04:29:00,102.523713,103.281131,102.490031,103.051694,495,102.4375,-0.005960057289305709,0
ASII,2026-04-02 04:30:00,102.831991,102.872845,102.116005,102.4375,442,102.631267,0.0018915631482609996,1
ASII,2026-04-02 04:31:00,102.668295,102.738663,102.390268,102.631267,480,102.954965,0.0031539900993331482,1
ASII,2026-04-02 04:32:00,102.492541,103.013065,102.295042,102.954965,497,103.144603,0.0018419509928442324,1
ASII,2026-04-02 04:33:00,103.147755,103.387841,102.774184,103.144603,461,102.759409,-0.00373450465459646,0
ASII,2026-04-02 04:34:00,103.277583,103.394494,102.687363,102.759409,439,103.601161,0.008191483467951732,1
ASII,2026-04-02 04:35:00,102.930092,103.827097,102.930092,103.601161,495,103.058691,-0.005236138232080356,0
ASII,2026-04-02 04:36:00,103.747718,103.747718,103.058691,103.058691,499,102.215522,-0.008181444881732336,0
ASII,2026-04-02 04:37:00,103.014001,103.014001,102.215522,102.215522,391,102.253511,0.0003716558821662552,1
ASII,2026-04-02 04:38:00,102.242298,102.701407,101.730609,102.253511,462,102.272733,0.0001879837651734828,1
ASII,2026-04-02 04:39:00,102.194363,102.376478,101.685921,102.272733,469,102.43043,0.0015419261358744496,1
ASII,2026-04-02 04:40:00,102.221645,102.598481,102.041722,102.43043,627,102.853338,0.00412873401000069,1
ASII,2026-04-02 04:41:00,102.347498,103.045957,101.959306,102.853338,498,102.773072,-0.0007803927569175473,0
ASII,2026-04-02 04:42:00,103.014864,103.321492,102.750051,102.773072,444,102.169485,-0.005873007279572295,0
ASII,2026-04-02 04:43:00,102.657634,102.657634,101.562804,102.169485,365,102.049403,-0.0011753215747343226,0
ASII,2026-04-02 04:44:00,102.271277,102.498218,101.61526,102.049403,403,101.603122,-0.004373185799038892,0
ASII,2026-04-02 04:45:00,101.97003,102.091155,101.315229,101.603122,474,102.115298,0.00504094746222461,1
ASII,2026-04-02 04:46:00,101.748919,102.146816,101.583872,102.115298,470,101.255314,-0.008421696032263393,0
ASII,2026-04-02 04:47:00,101.918827,102.162221,100.974611,101.255314,493,101.501108,0.0024274676586357735,1
ASII,2026-04-02 04:48:00,101.374738,101.644989,101.096492,101.501108,495,100.976824,-0.0051653032201383065,0
ASII,2026-04-02 04:49:00,101.338994,101.370636,100.751165,100.976824,379,100.217602,-0.007518774803216166,0
ASII,2026-04-02 04:50:00,100.861744,100.861744,99.863602,100.217602,441,101.005977,0.007866632051323652,1
ASII,2026-04-02 04:51:00,100.278157,101.615605,100.278157,101.005977,446,99.64398,-0.013484320833805685,0
ASII,2026-04-02 04:52:00,100.926529,100.926529,99.64398,99.64398,472,98.989601,-0.006567170440201275,0
ASII,2026-04-02 04:53:00,99.767821,99.864571,98.919924,98.989601,478,98.813686,-0.0017771058598365919,0
ASII,2026-04-02 04:54:00,98.970852,99.494792,98.76364,98.813686,515,98.552409,-0.002644137776623423,0
ASII,2026-04-02 04:55:00,98.890003,98.890003,98.085763,98.552409,534,98.795609,0.0024677225292382143,1
ASII,2026-04-02 04:56:00,98.551624,98.857519,98.138947,98.795609,393,98.074949,-0.007294453744396634,0
ASII,2026-04-02 04:57:00,98.679846,98.849688,97.989414,98.074949,460,97.620574,-0.00463293638827178,0
ASII,2026-04-02 04:58:00,97.888032,98.10561,97.579879,97.620574,452,97.75189,0.0013451672595163888,1
ASII,2026-04-02 04:59:00,97.849597,98.148651,97.643129,97.75189,375,97.459993,-0.0029861008314008286,0
ASII,2026-04-02 05:00:00,97.66503,98.167515,97.065547,97.459993,430,97.692415,0.002384793932829421,1
